Codigo de Compartimento;Disponible para asesoramiento con cobro implícito;Disponible para asesoramiento con cobro explícito;Focus List;ISIN;Código de compartimento;Nombre;Divisa;Hedge;Categoria SB;Categoría Morningstar;Politica de dividendos;Traspasable;Benchmark;Mínimo Inicial;Tipo Suscripción Inicial;Mínimo Adicional;Tipo Suscripción Adicional;Gastos Corrientes;Comisión Gestión;Comisión Exito;Comisión Suscripción;Comisión Reembolso;Comisión Deposito;Comisión Distribución;Rebate PB;Producto Complejo;Fecha de constitución;Patrimonio;Rent 1M;Rent YTD;Rent 12M;Rent 36M;Rent 60M;Rent 2022;Rent 2023;Rent 2024;Hora Corte *Folleto;Gestora / Emisor;URL Ficha Comercial ;URL KID PRIIPS;REQ;Concentración Actualizada a feb/2023
;N;Y;N;LU0987207668;29912;Amundi Index Solutions - Amundi Index J.P. Morgan GBI Global Govies RHE-D;EUR;Y;Renta Fija Gobierno Global;RF Deuda Publica Global - Cubierto EUR;D;Y;JPM GBI Global TR EUR;0;SHARES;0;;0.25;0.1;;;;;;0;N;4/8/14;3,693,110,739 €;0.19;0.25;1.57;-2.63;-2.34;-14.17;3.24;-0.33;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/ce18e706b8a3b8b8cb76e8f825610cea_669364/MR_ES_es_LU0987207668_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/10ec6b76f04b90f876eef6cf15309c94_148826/PRP_ES_es_LU0987207668_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;20;10
;Y;N;N;LU0996177134;27782;Amundi Index Solutions - Amundi Index MSCI Emerging Markets AE-C;EUR;N;Renta Variable Emergentes;RV Global Emergente;C;Y;MSCI EM NR USD;0;EUR;0;;0.45;0.3;;;;;;7.5;N;4/9/14;5,614,402,976 €;-3.5;1.4;12.15;3.59;9.83;-15.07;4.62;15.23;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/55c88c56391f9040b34c56065495d1f5_2470854/MR_ES_es_LU0996177134_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/d854139aeea0cd079f4c077bf290be24_148241/PRP_ES_es_LU0996177134_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
;Y;N;N;LU0996177217;27782;Amundi Index Solutions - Amundi Index MSCI Emerging Markets AE-D;EUR;N;Renta Variable Emergentes;RV Global Emergente;D;Y;MSCI EM NR USD;0;EUR;0;;0.45;0.3;;;;;;7.5;N;4/9/14;5,614,402,976 €;-3.49;1.4;12.13;3.6;9.84;-15.04;4.63;15.2;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/55c88c56391f9040b34c56065495d1f5_2470854/MR_ES_es_LU0996177217_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/46d49c3dd475fe588702b58dfcc01e96_148213/PRP_ES_es_LU0996177217_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
;Y;N;N;LU0996176912;27782;Amundi Index Solutions - Amundi Index MSCI Emerging Markets AU-C;USD;N;Renta Variable Emergentes;RV Global Emergente;C;Y;MSCI EM NR USD;0;USD;0;;0.45;0.3;;;;;;7.5;N;12/13/13;5,614,402,976 €;-3.49;1.4;12.15;3.59;9.83;-15.08;4.63;15.22;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/0ca67d635bdf631b76cff8243f7fa850_2475968/MR_ES_es_LU0996176912_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/972de3913296ba78cf4f784c6297379e_148299/PRP_ES_es_LU0996176912_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;Y;N;N;LU0996177050;27782;Amundi Index Solutions - Amundi Index MSCI Emerging Markets AU-D;USD;N;Renta Variable Emergentes;RV Global Emergente;D;Y;MSCI EM NR USD;0;USD;0;;0.45;0.3;;;;;;7.5;N;4/9/14;5,614,402,976 €;-3.49;1.4;12.15;3.6;9.84;-15.05;4.63;15.22;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/0ca67d635bdf631b76cff8243f7fa850_2475968/MR_ES_es_LU0996177050_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/c7a22f0fde3e03dd7c43962b7514626f_148280/PRP_ES_es_LU0996177050_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;N;Y;N;LU0996177308;27782;Amundi Index Solutions - Amundi Index MSCI Emerging Markets RE-C;EUR;N;Renta Variable Emergentes;RV Global Emergente;C;Y;MSCI EM NR USD;0;EUR;0;;0.25;0.1;;;;;;0;N;4/9/14;5,614,402,976 €;-3.48;1.44;12.38;3.79;10.05;-14.91;4.84;15.45;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/23d894bd1407d7da2d172f05e3f8808e_2470937/MR_ES_es_LU0996177308_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/ab101bfb5c5b7b307daabc09b82e9fe1_148184/PRP_ES_es_LU0996177308_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
;N;Y;N;LU0996177480;27782;Amundi Index Solutions - Amundi Index MSCI Emerging Markets RE-D;EUR;N;Renta Variable Emergentes;RV Global Emergente;D;Y;MSCI EM NR USD;0;EUR;0;;0.25;0.1;;;;;;0;N;4/9/14;5,614,402,976 €;-3.48;1.45;12.35;3.81;10.06;-14.87;4.85;15.43;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/23d894bd1407d7da2d172f05e3f8808e_2470937/MR_ES_es_LU0996177480_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/dca94c344990d7132e49ae2442f736c7_148162/PRP_ES_es_LU0996177480_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
;Y;N;N;LU1861138375;51463;Amundi Index Solutions - Amundi Index MSCI Emerging Markets SRI PAB AE C;EUR;N;Renta Variable Emergentes;RV Global Emergente;C;Y;MSCI EM SRI Filterd PAB NR USD;0;;0;;0.5;0.35;;;;;;8.75;N;1/16/19;1,925,388,017 €;-5.03;-1.66;9.14;-1.41;9.22;-13.14;-1.84;10.74;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/d818582a4559b587a042004ec9a69df9_2115187/MR_ES_es_LU1861138375_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/25b9094c9743ce807c9057ae4ce76908_150670/PRP_ES_es_LU1861138375_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
;Y;N;N;LU0389811885;7426;Amundi Index Solutions - Amundi Index MSCI Europe AE-C;EUR;N;Renta Variable Europa;RV Europa Cap. Grande Blend;C;Y;MSCI Europe NR EUR;1;SHARES;0;;0.3;0.15;;;;;;3.75;N;9/25/08;5,142,101,826 €;-0.46;9.83;12.75;9.86;17.61;-9.38;15.89;8.6;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/76e9f528f05c4797a5a800acf3d9f534_242599/MR_ES_es_LU0389811885_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/018c82d5d5a2445bec5995d6bd091c03_147971/PRP_ES_es_LU0389811885_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;LU0389811968;7426;Amundi Index Solutions - Amundi Index MSCI Europe AE-D;EUR;N;Renta Variable Europa;RV Europa Cap. Grande Blend;D;Y;MSCI Europe NR EUR;1;SHARES;0;;0.3;0.15;;;;;;3.75;N;8/3/09;5,142,101,826 €;-0.46;9.83;12.74;9.86;17.61;-9.38;15.87;8.6;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/76e9f528f05c4797a5a800acf3d9f534_242599/MR_ES_es_LU0389811968_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/ef4990c245e9200b8602a9b71155a903_147945/PRP_ES_es_LU0389811968_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;N;Y;N;LU0987205969;7426;Amundi Index Solutions - Amundi Index MSCI Europe RE-C;EUR;N;Renta Variable Europa;RV Europa Cap. Grande Blend;C;Y;MSCI Europe NR EUR;0;SHARES;0;;0.25;0.1;;;;;;0;N;4/8/14;5,142,101,826 €;-0.45;9.84;12.81;9.92;17.67;-9.33;15.93;8.66;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/165e94b3c8c6ebd7929a39e9235ecbac_242404/MR_ES_es_LU0987205969_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/5f721839fd8b403ef64e153b0aa9ca1d_147976/PRP_ES_es_LU0987205969_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;N;Y;N;LU0987206181;7426;Amundi Index Solutions - Amundi Index MSCI Europe RE-D;EUR;N;Renta Variable Europa;RV Europa Cap. Grande Blend;D;Y;MSCI Europe NR EUR;1;SHARES;0;;0.25;0.1;;;;;;0;N;4/8/14;5,142,101,826 €;-0.45;9.84;12.8;9.91;17.69;-9.34;15.93;8.66;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/165e94b3c8c6ebd7929a39e9235ecbac_242404/MR_ES_es_LU0987206181_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/9e209e554150bae231fb1eb0c52e76a1_147949/PRP_ES_es_LU0987206181_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;LU0389812347;7427;Amundi Index Solutions - Amundi Index MSCI North America ESG Broad CTB Fund Class AE-C;EUR;N;Renta Variable Norteamérica;RV USA Cap. Grande Blend;C;Y;MSCI NA ESG Broad CTB Sl NR EUR;1;SHARES;0;;0.3;0.15;;;;;;3.75;N;9/24/08;1,467,835,082 €;-12.24;-10.11;8.4;8.14;19.05;-14.46;20.76;31.12;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/07a84cb3162fe09583ef99dd178df18b_955870/MR_ES_es_LU0389812347_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/360c10d77ada91ce7882d26d68531e1a_151413/PRP_ES_es_LU0389812347_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;LU0389812420;7427;Amundi Index Solutions - Amundi Index MSCI North America ESG Broad CTB Fund Class AE-D;EUR;N;Renta Variable Norteamérica;RV USA Cap. Grande Blend;D;Y;MSCI NA ESG Broad CTB Sl NR EUR;0;SHARES;0;;0.3;0.15;;;;;;3.75;N;8/3/09;1,467,835,082 €;-12.24;-10.11;8.39;8.14;19.06;-14.45;20.77;31.11;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/07a84cb3162fe09583ef99dd178df18b_955870/MR_ES_es_LU0389812420_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/765647fb9c68b25fd79146f492bba777_151389/PRP_ES_es_LU0389812420_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;LU1049757120;7427;Amundi Index Solutions - Amundi Index MSCI North America ESG Broad CTB Fund Class AHE-C;EUR;Y;Renta Variable Norteamérica;RV USA Cap. Grande Blend;C;Y;MSCI NA ESG Broad CTB Sl NR EUR;1;SHARES;0;;0.3;0.15;;;;;;3.75;N;4/12/16;1,467,835,082 €;-8.5;-5.54;6.84;4.99;16.67;-22.58;21.98;20.78;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/a7826b7dea6a2685579a67f45f63a322_922997/MR_ES_es_LU1049757120_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/faa41ad300c52de8b8587c47e36396cd_151395/PRP_ES_es_LU1049757120_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;LU0442407853;7427;Amundi Index Solutions - Amundi Index MSCI North America ESG Broad CTB Fund Class AU-C;USD;N;Renta Variable Norteamérica;RV USA Cap. Grande Blend;C;Y;MSCI NA ESG Broad CTB Sl NR EUR;1;SHARES;0;;0.3;0.15;;;;;;3.75;N;12/21/09;1,467,835,082 €;-12.24;-10.11;8.4;8.14;19.05;-14.45;20.76;31.12;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/d3b9fe7e4515fff8dca9a7082bcd75d2_957393/MR_ES_es_LU0442407853_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/94966d5aa2c8402ab6dd79dad8d53d08_151536/PRP_ES_es_LU0442407853_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;N;N;LU1049756585;7427;Amundi Index Solutions - Amundi Index MSCI North America ESG Broad CTB Fund Class AU-D;USD;N;Renta Variable Norteamérica;RV USA Cap. Grande Blend;D;Y;MSCI NA ESG Broad CTB Sl NR EUR;1;SHARES;0;;0.3;0.15;;;;;;3.75;N;4/12/16;1,467,835,082 €;-12.24;-10.11;8.4;8.14;19.05;-14.45;20.76;31.12;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/c1130f2b953a7e5768e09aabeba24bd9_1020945/MR_ES_es_LU1049756585_YES_2024-12-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/3a9af60a152c27f32f742f86e75b1965_151518/PRP_ES_es_LU1049756585_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;N;Y;N;LU0987206777;7427;Amundi Index Solutions - Amundi Index MSCI North America ESG Broad CTB Fund Class RHE-C;EUR;Y;Renta Variable Norteamérica;RV USA Cap. Grande Blend;C;Y;MSCI NA ESG Broad CTB Sl NR EUR;1;SHARES;0;;0.25;0.1;;;;;;0;N;4/12/16;1,467,835,082 €;-8.5;-5.53;6.9;5.04;16.72;-22.54;22.04;20.83;1200;Amundi Luxembourg S A;;https://api.fundinfo.com/document/a534bf4e11a5f2b102b61f4a21c91281_151382/PRP_ES_es_LU0987206777_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;N;Y;N;LU0987206934;7427;Amundi Index Solutions - Amundi Index MSCI North America ESG Broad CTB Fund Class RHG-C;GBP;Y;Renta Variable Norteamérica;RV USA Cap. Grande Blend;C;Y;MSCI NA ESG Broad CTB Sl NR EUR;1;SHARES;0;;0.25;0.1;;;;;;0;N;4/12/16;1,467,835,082 €;-9.68;-6.85;9.97;6.34;19.86;-25.99;26.84;28.12;1200;Amundi Luxembourg S A;;https://api.fundinfo.com/document/585f703d339c22acc3e99bec16ebd522_151658/PRP_ES_es_LU0987206934_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;N;Y;N;LU0987207072;7427;Amundi Index Solutions - Amundi Index MSCI North America ESG Broad CTB Fund Class RHG-D;GBP;Y;Renta Variable Norteamérica;RV USA Cap. Grande Blend;D;Y;MSCI NA ESG Broad CTB Sl NR EUR;1;SHARES;0;;0.25;0.1;;;;;;0;N;4/12/16;1,467,835,082 €;-9.68;-6.85;10.02;6.32;19.89;-25.83;26.76;28.13;1200;Amundi Luxembourg S A;;https://api.fundinfo.com/document/46dfd609321f07ca0aa04f4769fee98e_151637/PRP_ES_es_LU0987207072_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;N;Y;N;LU0987206421;7427;Amundi Index Solutions - Amundi Index MSCI North America ESG Broad CTB Fund Class RU-C;USD;N;Renta Variable Norteamérica;RV USA Cap. Grande Blend;C;Y;MSCI NA ESG Broad CTB Sl NR EUR;1;SHARES;0;;0.25;0.1;;;;;;0;N;4/8/14;1,467,835,082 €;-12.23;-10.1;8.45;8.19;19.11;-14.41;20.82;31.18;1200;Amundi Luxembourg S A;;https://api.fundinfo.com/document/402ad46c8a49444791d293c53a5a0b73_151539/PRP_ES_es_LU0987206421_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;N;Y;N;LU0987206694;7427;Amundi Index Solutions - Amundi Index MSCI North America ESG Broad CTB Fund Class RU-D;USD;N;Renta Variable Norteamérica;RV USA Cap. Grande Blend;D;Y;MSCI NA ESG Broad CTB Sl NR EUR;1;SHARES;0;;0.25;0.1;;;;;;0;N;4/8/14;1,467,835,082 €;-12.24;-10.11;8.44;8.21;19.14;-14.37;20.86;31.17;1200;Amundi Luxembourg S A;;https://api.fundinfo.com/document/4c5063c4438d73c01c27d58106c72577_151515/PRP_ES_es_LU0987206694_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;N;N;LU0996182563;16621;Amundi Index Solutions - Amundi Index MSCI World AE-C;EUR;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World NR USD;0;EUR;0;;0.3;0.15;;;;;;3.75;N;4/9/14;4,583,351,877 €;-9.96;-5.92;9.51;8.69;18.3;-13.13;19.5;26.27;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/a82e61aa5b8c3153fab0b61bd6515f16_2471850/MR_ES_es_LU0996182563_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/b0ffeb615f2c6c2d376e29abffc87353_148314/PRP_ES_es_LU0996182563_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;LU0996182647;16621;Amundi Index Solutions - Amundi Index MSCI World AE-D;EUR;N;Renta Variable Global;RV Global Cap. Grande Blend;D;Y;MSCI World NR USD;1;SHARES;0;;0.3;0.15;;;;;;3.75;N;4/9/14;4,583,351,877 €;-9.96;-5.92;9.51;8.7;18.31;-13.12;19.5;26.27;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/a82e61aa5b8c3153fab0b61bd6515f16_2471850/MR_ES_es_LU0996182647_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/b015fc9e12c668d1319b745ed5fe3694_148286/PRP_ES_es_LU0996182647_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;LU0996182308;16621;Amundi Index Solutions - Amundi Index MSCI World AU-C;USD;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World NR USD;1;SHARES;0;;0.3;0.15;;;;;;3.75;N;12/16/13;4,583,351,877 €;-9.96;-5.91;9.52;8.69;18.3;-13.13;19.5;26.27;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/33797cdc231b80c901bfe8e38f45914f_2480375/MR_ES_es_LU0996182308_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/4a2cf741137d054221789655d44c5967_148423/PRP_ES_es_LU0996182308_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;N;N;LU0996182480;16621;Amundi Index Solutions - Amundi Index MSCI World AU-D;USD;N;Renta Variable Global;RV Global Cap. Grande Blend;D;Y;MSCI World NR USD;1;SHARES;0;;0.3;0.15;;;;;;3.75;N;4/9/14;4,583,351,877 €;-9.96;-5.92;9.52;8.69;18.3;-13.14;19.5;26.27;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/33797cdc231b80c901bfe8e38f45914f_2480375/MR_ES_es_LU0996182480_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/76197bc9d2c76f30ce8a61faac20c5b1_148405/PRP_ES_es_LU0996182480_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;N;Y;N;LU0996182720;16621;Amundi Index Solutions - Amundi Index MSCI World RE-C;EUR;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI World NR USD;0;SHARES;0;;0.25;0.1;;;;;;0;N;4/9/14;4,583,351,877 €;-9.95;-5.91;9.57;8.75;18.36;-13.09;19.56;26.34;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/fd140e32adcb9a27921ea5df14369a4a_2516124/MR_ES_es_LU0996182720_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/4227f4b8753f2693ac503b3b0074b04b_148308/PRP_ES_es_LU0996182720_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;N;Y;N;LU0996182993;16621;Amundi Index Solutions - Amundi Index MSCI World RE-D;EUR;N;Renta Variable Global;RV Global Cap. Grande Blend;D;Y;MSCI World NR USD;0;SHARES;0;;0.25;0.1;;;;;;0;N;4/9/14;4,583,351,877 €;-9.95;-5.9;9.56;8.75;18.37;-13.09;19.57;26.33;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/fd140e32adcb9a27921ea5df14369a4a_2516124/MR_ES_es_LU0996182993_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/cf84465183d3202d979a929127597aab_148287/PRP_ES_es_LU0996182993_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;LU1861133657;51468;Amundi Index Solutions - Amundi Index MSCI World SRI PAB AE C;EUR;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI WORLD SRI filtered PAB NR USD;0;;0;;0.35;0.2;;;;;;5;N;9/10/18;914,237,466 €;-9.81;-7.85;2.21;4.01;15.39;-17.1;20.25;15.76;1200;Amundi Luxembourg S A;;https://api.fundinfo.com/document/4dd88154a5a1f60ec2d9b85d8c526f68_150672/PRP_ES_es_LU1861133657_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;N;Y;N;LU1861133491;51468;Amundi Index Solutions - Amundi Index MSCI World SRI PAB RE Acc;EUR;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;MSCI WORLD SRI filtered PAB NR USD;0;;0;;0.3;0.15;;;;;;0;N;7/12/21;914,237,466 €;-9.8;-7.84;2.25;4.06;-;-17.04;20.31;15.82;1200;Amundi Luxembourg S A;;https://api.fundinfo.com/document/ce3f8045731e6f2e61c9b231fda36a32_150691/PRP_ES_es_LU1861133491_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;LU1437020222;30776;Amundi Index Solutions - Amundi MSCI Europe PAB Net Zero Ambition AE-C;EUR;N;Renta Variable Europa;RV Europa Cap. Grande Blend;C;N;MSCI Europe Climate Paris Aligned NR LCL;1;SHARES;0;;0.5;0.42;;;;;;10.5;N;12/8/16;268,977,054 €;-1.34;6.81;9.51;8.22;16.01;-12.92;17.08;8.06;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/e6c8e46540be0a2c07004d6663c0f035_948773/MR_ES_es_LU1437020222_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/6f43efd6dc8b9bf1b50a0ad6bda9c88d_151735/PRP_ES_es_LU1437020222_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;LU1861136833;51465;Amundi Index Solutions - Amundi MSCI Europe SRI PAB AE C;EUR;N;Renta Variable Europa;RV Europa Cap. Grande Blend;C;Y;MSCI Europe SRI filtered PAB NR EUR;0;;0;;0.35;0.2;;;;;;5;N;9/11/18;3,208,455,977 €;-3.03;3.72;5.04;6.17;15.46;-15.76;17.17;7.77;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/efb3abf6f8eb8bd4d35aa5a28caee2e2_1809754/MR_ES_es_LU1861136833_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/8ca1b1d22ee01bddb440e7fff68201e9_150913/PRP_ES_es_LU1861136833_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;N;Y;N;LU1861136676;51465;Amundi Index Solutions - Amundi MSCI Europe SRI PAB RE C;EUR;N;Renta Variable Europa;RV Europa Cap. Grande Blend;C;Y;MSCI Europe SRI filtered PAB NR EUR;0;;0;;0.3;0.15;;;;;;0;N;11/27/20;3,208,455,977 €;-3.02;3.73;5.08;6.22;-;-15.72;17.23;7.82;1200;Amundi Luxembourg S A;;https://api.fundinfo.com/document/c6bfe5495a4ebaf1419c99d34aa0e3ad_150917/PRP_ES_es_LU1861136676_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;N;N;LU0996180864;16686;Amundi Index Solutions - AMUNDI MSCI JAPAN ESG CLIMATE NET ZERO AMBITION CTB INDEX AE-C EUR;EUR;N;Renta Variable Japón;RV Japón Cap. Grande;C;Y;MSCI JAPAN ESG Broad CTB Slct NR JPY;1;SHARES;0;;0.3;0.15;;;;;;3.75;N;5/21/09;1,085,477,155 €;-3.77;-0.7;1.8;6.37;11.04;-11.75;14.81;12.73;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/27e99fe79ca883d6325f516a64184902_358858/MR_ES_es_LU0996180864_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/8b3e2c13c6a94e44190515e824ac4121_152182/PRP_ES_es_LU0996180864_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
;Y;N;N;LU0996180948;16686;Amundi Index Solutions - AMUNDI MSCI JAPAN ESG CLIMATE NET ZERO AMBITION CTB INDEX AE-D EUR;EUR;N;Renta Variable Japón;RV Japón Cap. Grande;D;Y;MSCI JAPAN ESG Broad CTB Slct NR JPY;1;SHARES;0;;0.3;0.15;;;;;;3.75;N;4/17/14;1,085,477,155 €;-3.76;-0.69;1.81;6.37;11.04;-11.74;14.8;12.74;1200;Amundi Luxembourg S A;https://api.fundinfo.com/document/27e99fe79ca883d6325f516a64184902_358858/MR_ES_es_LU0996180948_YES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/e295208255363d44911084366b12bde1_152163/PRP_ES_es_LU0996180948_YES_2024-12-13.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
